31,2014,Real Estate,500000,800000,300000,construct working incress,0,much level of income is here,High Input Cost,up
32,2014,Transport,"300,000",275000,0,national curency values is down so not profit here,"25,000",national curency values is down so lose is here,Loss of public space. ...,down
33,2014,Education,800000,600000-,0,national curency values is down so not profit here,20000,loss is acure,Too Much Parochialism Rather Global Outlook,down
34,2014,Arts and Media,2500000,1500000,1000000,"profit is there,not loss",0,invester is not investment for in this sectore,Increased attention to virtual and augmented reality,up
35,2014,Social Networking,150000,150000,0,"no,loss no profit neutral is there",0,"no,loss no profit neutral is there",Difficult to Monetize,neutral
36,2014,Telecommunication,200000,"35,000",150000,incress the profit,0,invester is not investment for in this sectore,"Communication tools based on the Internet, such as Weixin, Weibo and Twitter, have dramatically reduced",up
37,2014,Health Care,387349,387349,0,neutral process is exected,0,investment and profit is equal so not loss,Similarly the number of hospitals and dispensaries is insufficient in comparison to our vast population.,neutral
38,2014,Oil and Gas,234643,234634,0,neutral is common so not profit,0,"loss is not acqure ,exquted","To sustain their supply of crude oil or gas, oil companies are looking to extend the life of mature sites but are also compelledto seek new sources of oil ",neutral
39,2014,Basic Materials,321000,300000,0,loss is acqure so profit is not there,"21,000",loss is not acqure so profit is  there,The over-production of steel in the last decade has led to a depletion of high-grade raw materials,down
40,2014,Financial,176432,100000,0,loss is exquited,"76,432",profit is not there so loss is acqure,The most pressing issue facing the Indian financial sector is the rising stock of non-performing assets or NPAs in the banking system.,down
41,2014,Industrials,265987,265987,0,this sections was not profit and not loss it can be neutral,0,this sections was not profit and not loss it can be neutral,Manufacturers need to work with schools and universities in their communities to ensure that manufacturing focused subjects are being well promoted and taught,neutral
42,2014,Technology,476000,526000,"40,000","profit is there,not loss",0,"loss is not there,profit is there good development","†Todayís companies are continually advancing beyond their own boundaries and, in many cases, disrupting themselves",up
43,2014,Utilities,256769,200000,0,national curency values is down so not profit here,56769,invester is not investment for in this sectore,"†While utilities are making tremendous progress, by adding advanced sensors and devices to their networks",loss
44,2014,Consumer Goods,175000,150000,0,"loss is accure ,so profit is not there","20,000","loss is acqure,","With compliance and regulations becoming stricter, traceability functionalities are more pertinent and requisite than in the past",down
45,2014,Consumer Services,273000,273000,0,neutral process is exected,0,"neutral process is acqure,so not loss","variety of activities such as trade, hotel and restaurants, transport, storage and communication, financing, insurance, real estate, ",neutral
46,2015,Real Estate,350000,500000,150000,share market is incress so all invester investing for in this sectore,0,"not loss ,income is there",Speculation in Land and Real Estate Prices,up
47,2015,Transport,500000,400000,0,"profit is not there ,only loss",100000,people exceptation is high level so loss,Longer commuting. …,down
48,2015,Education,1500000,2100000,600000,investment is high,0,loss is not process,eachers Themselves are Not Trained and Efficient,up
49,2015,Arts and Media,600000,1900000,1300000,invester in investment in this section,0,very good performance so profit is here not for loss,The growth of targeted advertising,up
50,2015,Social Networking,200000,275000,"75,000",now a days social network is very famous,0,lose is not there,"As Marketers Move In, Users Move Out",up
51,2015,Telecommunication,400000,700000,300000,share market is incress so all invester investing for in this sectore,0,"loss is not there,profit is there good development",Mobile Internet and big data will create tremendous opportunities for telecom operators.,up
52,2015,Health Care,329115,329115,0,neutral is common so not profit,0,not for loss and profit so neutral is acqure,The National Health Policy 2015 suggests to allocate more funds to boost medical research in this direction.,neutral
53,2015,Oil and Gas,250000,100000,0,profit is not acqure,150000,loss is acqure so process is activated,"Water is central to all activities of the oil and gas industry. As a leading expert in water management, Veolia controls all the stages of the water cycle and can address all industrial challenges, thanks to a portfolio of more than 350 proprietary technologies.",down
54,2015,Basic Materials,300000,300000,0,neutral is common so not profit,0,not profit and not loss in this section,"Although steel is indispensible in a wide range of industries, ranging from the automotive, construction, to domestic household sectors,",neutral
55,2015,Financial,250000,300000,"50,000",invester is investment in this section for the process,0,loss is not acqure,The most pressing issue facing the Indian financial sector is the rising stock of non-performing assets or NPAs in the banking system.,up
56,2015,Industrials,432000,432000,0,this sections was not profit and not loss it can be neutral,0,this sections was not profit and not loss it can be neutral,"The manufacturing sector, like so many sectors, is facing increasing regulation and compliance measures",neutral
57,2015,Technology,343808,300000,0,"profit is not there ,only loss","43,808",loss is acqure,"†Todayís companies are continually advancing beyond their own boundaries and, in many cases, disrupting themselves",down
58,2015,Utilities,270000,326000,"56,000",invester is investment in this section for the process,0,profit is there so loss is not compatelabe here,The most significant challenge facing the industry today is an aging workforce coupled with a decline in available talent.,up
59,2015,Consumer Goods,244729,244729,0,neutral process is exected,0,not execquted for not values,"Leveraging the global supplier network is a means for reducing costs, however it does come with numerous risks in terms of compliance, ",neutral
60,2015,Consumer Services,400000,375000,0,all of invester is not investment in this section,"25,000",all invester is investment in this sectore so not loss,"ikkei India Services Purchasing Managers' Index (PMI) stood at 49.60 in May 2018. During the same month, business sentiments of service providers were recorded to be at their strongest levels since January 2015.",down
61,2016,Real Estate,500000,350000,0,"profit is not there ,only loss",150000,invester is not investment for in this sectore,Approvals and Procedural difficulties,down
62,2016,Transport,700000,500000,0,all of hope is spile profit is not there,200000,loss of process,Traffic congestion and parking difficulties. ...,down
63,2016,Education,1600000,2300000,700000,curency level is incress so profit is there,0,people exceptation is high level so loss,Medium of Language of our Education System,up
64,2016,Arts and Media,800000,2300000,1500000,investment process is mostly high,0,invester is not investment for in this sectore,The rise of cord-shaving,up
65,2016,Social Networking,200000,100000,100000,share market level is suddenly incress,0,"profit is there,so loss is there","As Marketers Move In, Users Move Out",up
66,2016,Telecommunication,500000,250000,0,invester in not investment in this section,250000,not investment in this section,"Telecom operators should also lead the healthy development of this ecosystem, and the gene combination of Internet and telecom companies will become the core competitiveness.",down
67,2016,Health Care,239217,239217,0,profit and loss is equal so this is neutral process,0,profit and loss is equal so this is neutral process,"In India, health services especially allopathic are quite expensive. It hits hard the common man. Prices of various essential drugs have gone up.†",neutral
68,2016,Oil and Gas,321000,371000,"50,000",curency level is incress so profit is there,0,people exceptation is high level so loss,The oil and gas industry is a major consumer of water and energy resources and is therefore subject to increasingly stringent environmental standards.,up
69,2016,Basic Materials,274678,274678,0,"profit is not there ,only loss",0,"loss is not there,profit is there good development",It is important to evaluate the environmental impact of steel manufacturing.†,neutral
70,2016,Financial,374000,374000,0,neutral is common so not profit,0,profit and loss is equal so this is neutral process,The most pressing issue facing the Indian financial sector is the rising stock of non-performing assets or NPAs in the banking system.,neutral
71,2016,Industrials,543000,543000,0,this sections was not profit and not loss it can be neutral,0,this sections was not profit and not loss it can be neutral,Manufacturers need to work with schools and universities in their communities to ensure that manufacturing focused subjects are being well promoted and taught,neutral
72,2016,Technology,200000,245000,"45,000","profit is there,not loss",0,"loss is not there,profit is there good development","†Todayís companies are continually advancing beyond their own boundaries and, in many cases, disrupting themselves",up
73,2016,Utilities,240000,210000,0,invester in not investment in this section,"30,000","loss is there,profit is there good development","One thing is certain when it comes to regulation, there is no certainty",down
74,2016,Consumer Goods,226000,340000,114000,"profit is there,not loss",0,loss is not acqure,"With global competition, companies are faced with the challenge of meeting global price points.",up
75,2016,Consumer Services,300000,300000,0,neutral process is exected,o,"neutral process is acqure,so not loss",The services sector is the key driver of Indiaís economic growth.,neutral
76,2017,Real Estate,300000,200000,0,share market values is down so not profit here,100000,share market value is dowm so loss,Sources of Finance,down 
77,2017,Transport,1000000,600000,0,"profit is not there ,only loss",400000,"loss is affected,not profit",High infrastructure maintenance costs. ...,down
78,2017,Education,2000000,2800000,800000,curency level is incress so profit is there,0,lose is not there,Education Given is Irrelevant to Job-Market,up
79,2017,Arts and Media,1300000,3300000,2000000,"incress the market process,so profit is high",0,invester is not investment for in this sectore,Media companies must take advantage of this pivotal technology to maximize the power of 5G.,up
80,2017,Social Networking,250000,375000,125000,networking process incress,0,all invester is investment in this sectore so not loss,Lack of Metrics Makes Success Hard to Measure,up
81,2017,Telecommunication,650000,400000,0,"profit is not there ,only loss",250000,loss is mainly acqure in this section,"Communication tools based on the Internet, such as Weixin, Weibo and Twitter, have dramatically reduced",down
82,2017,Health Care,484291,484291,0,neutral it can be exciquted is not for loss,0,neutral it can be exciquted is not for loss,"In India, health services especially allopathic are quite expensive. It hits hard the common man. Prices of various essential drugs have gone up.†",neutral
83,2017,Oil and Gas,560000,760000,200000,profit is acqure so intermediate the process,0,profit is acqure so intermediate the process,The oil and gas industry is a major consumer of water and energy resources and is therefore subject to increasingly stringent environmental standards.,up
84,2017,Basic Materials,597657,597657,0,invester investment and profit is equal,0,invester investment and profit is equal,HIsarna is a completely new iron-making process based on bath-smelting technology.†,neutral
85,2017,Financial,454000,500000,"46,000",invester is investment in this section for the process,0,loss ia not acqure in this section,The most pressing issue facing the Indian financial sector is the rising stock of non-performing assets or NPAs in the banking system.,up
86,2017,Industrials,254000,254000,0,this sections was not profit and not loss it can be neutral,0,this sections was not profit and not loss it can be neutral,"The manufacturing sector, like so many sectors, is facing increasing regulation and compliance measures",neutral
87,2017,Technology,554980,"54,980",0,loss is acqure so profit is not there,500000,loss is acqure,There was a lot of discussion around the impact robots and AI will have on jobs as more companies adopt automated business solutions,down
88,2017,Utilities,265632,265632,0,this is neutral process so profit and loss is not here,0,this is neutral process so profit and loss is not here,"After several decades of industry-wide change from a variety of external and internal forces, utilities now face a new wave of powerful disruption from progressing technology and shareholder performance expectations",neutral
89,2017,Consumer Goods,365000,385000,"20,000","profit is there,not loss",0,"lucy, market standard is suddenly incress","Today, consumer products companies need to be consumer focused. Demand has a tendency to fluctuate rapidly",up
90,2017,Consumer Services,400000,400000,0,neutral process is exected,0,"neutral process is acqure,so not loss",The services sector is the key driver of Indiaís economic growth.,neutral
